t;VF0;VF1;VF2;
4.700000;0.000000;0.000000;0.000000;
4.800000;0.000000;0.000000;0.000000;
4.905000;0.000000;0.000000;0.000000;
5.005000;0.000000;0.000000;0.000000;
5.105000;0.000000;0.000000;0.000000;
5.205000;0.000000;0.000000;0.000000;
5.305000;0.000000;0.000000;0.000000;
5.405000;0.000000;0.000000;0.000000;
5.505000;0.000000;0.000000;0.000000;
5.605000;0.000000;0.000000;0.000000;
5.705000;0.000000;0.000000;0.000000;
5.805000;0.000000;0.000000;0.000000;
5.905000;0.000000;0.000000;0.000000;
6.005000;0.000000;0.000000;0.000000;
6.105000;0.000000;0.000000;0.000000;
6.205000;0.000000;0.000000;0.000000;
6.305000;0.000000;0.000000;0.000000;
6.405000;0.000000;0.000000;0.000000;
6.505000;0.000000;0.000000;0.000000;
6.605000;0.000000;0.000000;0.000000;
6.705000;0.000000;0.000000;0.000000;
6.805000;0.000000;0.000000;0.000000;
6.905000;0.000000;0.000000;0.000000;
7.005000;0.000000;0.000000;0.000000;
7.105000;0.000000;0.000000;0.000000;
7.205000;0.000000;0.000000;0.000000;
7.305000;0.000000;0.000000;0.003437;
7.405000;0.000000;0.000000;0.012306;
7.505000;0.000000;0.000000;0.027136;
7.605000;0.000000;0.000000;0.049340;
7.705000;0.000000;0.000000;0.056983;
7.805000;0.000000;0.000000;0.056983;
7.905000;0.000000;0.000000;0.056983;
8.005000;0.000000;0.000000;0.056983;
8.105000;0.000000;0.000000;0.056983;
8.205000;0.000000;0.000000;0.056983;
8.305000;0.000000;0.000000;0.056983;
8.405000;0.000000;0.000000;0.056983;
8.500000;0.000000;0.000000;0.056983;
8.600000;0.000000;0.000000;0.056983;
8.700000;0.000000;0.000000;0.056983;
8.800000;0.000000;0.000000;0.056983;
8.900000;0.000013;0.000000;0.056983;
9.000000;0.005722;0.000000;0.056983;
9.100000;0.018786;0.000000;0.056983;
9.200000;0.038973;0.000000;0.056983;
9.300000;0.066737;0.000000;0.056983;
9.400000;0.103106;0.000000;0.056983;
9.500000;0.134334;0.000000;0.056983;
9.600000;0.184759;0.000000;0.056983;
9.700000;0.260421;0.000000;0.056983;
9.800000;0.326779;0.000000;0.056983;
9.900000;0.385377;0.000000;0.056983;
10.000000;0.471341;0.000000;0.056983;
10.100000;0.542714;0.000000;0.056983;
10.200000;0.604719;0.000000;0.056983;
10.300000;0.693032;0.000000;0.056983;
10.400000;0.759021;0.000000;0.056983;
10.500000;0.836154;0.000000;0.056983;
10.600000;0.901547;0.000000;0.056983;
10.700000;0.961902;0.000000;0.056983;
10.800000;1.027274;0.000000;0.056983;
10.900000;1.094147;0.000000;0.056983;
11.000000;1.204590;0.000000;0.056983;
11.100000;1.281683;0.000000;0.056983;
11.200000;1.353037;0.000000;0.056983;
11.300000;1.424433;0.000000;0.056983;
11.400000;1.492317;0.000000;0.056983;
11.500000;1.539336;0.000000;0.056983;
11.600000;1.575473;0.000000;0.056983;
11.700000;1.575473;0.000000;0.056983;
11.800000;1.575473;0.000000;0.056983;
11.900000;1.575473;0.000000;0.056983;
12.000000;1.575473;0.000000;0.056983;
12.100000;1.575473;0.000000;0.056983;
12.200000;1.575473;0.000000;0.056983;
12.300000;1.575473;0.000000;0.056983;
12.400000;1.575473;0.000000;0.056983;
12.500000;1.575473;0.000000;0.056983;
12.600000;1.575473;0.000000;0.056983;
12.700000;1.575473;0.000000;0.056983;
12.800000;1.575473;0.000000;0.056983;
12.900000;1.575473;0.000000;0.056983;
13.000000;1.575473;0.000000;0.056983;
13.100000;1.575473;0.000000;0.056983;
13.200000;1.575473;0.000000;0.056983;
13.300000;1.575473;0.000000;0.056983;
13.400000;1.575473;0.000000;0.056983;
13.500000;1.575473;0.000000;0.056983;
