t;VF0;VF1;VF2;
4.700000;0.000000;0.000000;0.000000;
4.800000;0.000000;0.000000;0.000000;
4.905000;0.000000;0.000000;0.069980;
5.005000;0.839972;0.279991;0.069558;
5.105000;0.837618;0.697912;0.557768;
5.205000;0.834718;0.695268;0.555439;
5.305000;0.831545;0.761617;0.483662;
5.405000;0.828049;0.827203;0.412186;
5.505000;0.824315;0.960522;0.272724;
5.605000;0.957016;0.819314;0.270863;
5.705000;1.020465;0.814489;0.201424;
5.805000;1.286072;0.673693;0.065994;
5.905000;1.280244;0.670218;0.065400;
6.005000;1.475686;0.465571;0.064791;
6.105000;1.668408;0.264009;0.064170;
6.205000;1.924026;0.000000;0.063540;
6.305000;1.916006;0.000000;0.062901;
6.405000;1.907869;0.000000;0.062255;
6.505000;1.899554;0.000000;0.061603;
6.605000;1.891238;0.000000;0.060946;
6.705000;1.883206;0.000000;0.060285;
6.805000;1.875034;0.000000;0.059620;
6.905000;1.866728;0.000000;0.058953;
7.005000;1.858291;0.000000;0.058284;
7.105000;1.849728;0.000000;0.057614;
7.205000;1.841045;0.000000;0.056943;
7.305000;1.832246;0.000000;0.053101;
7.405000;1.823336;0.000000;0.043876;
7.505000;1.814319;0.000000;0.028781;
7.605000;1.805200;0.000000;0.006448;
7.705000;1.795984;0.000000;-0.001198;
7.805000;1.786675;0.000000;-0.001198;
7.905000;1.777278;0.000000;-0.001198;
8.005000;1.767797;0.000000;-0.001198;
8.105000;1.758237;0.000000;-0.001198;
8.205000;1.748602;0.000000;-0.001198;
8.305000;1.738896;0.000000;-0.001198;
8.405000;1.729125;0.000000;-0.001198;
8.500000;1.719784;0.000000;-0.001198;
8.600000;1.709896;0.000000;-0.001198;
8.700000;1.699954;0.000000;-0.001198;
8.800000;1.689962;0.000000;-0.001198;
8.900000;1.679929;0.000000;-0.001198;
9.000000;1.664709;0.000000;-0.001198;
9.100000;1.642498;0.000000;-0.001198;
9.200000;1.613561;0.000000;-0.001198;
9.300000;1.577501;0.000000;-0.001198;
9.400000;1.533377;0.000000;-0.001198;
9.500000;1.494545;0.000000;-0.001198;
9.600000;1.438858;0.000000;-0.001198;
9.700000;1.357423;0.000000;-0.001198;
9.800000;1.286001;0.000000;-0.001198;
9.900000;1.222632;0.000000;-0.001198;
10.000000;1.131633;0.000000;-0.001198;
10.100000;1.055862;0.000000;-0.001198;
10.200000;0.990248;0.000000;-0.001198;
10.300000;0.897194;0.000000;-0.001198;
10.400000;0.828041;0.000000;-0.001198;
10.500000;0.747332;0.000000;-0.001198;
10.600000;0.679276;0.000000;-0.001198;
10.700000;0.616477;0.000000;-0.001198;
10.800000;0.548914;0.000000;-0.001198;
10.900000;0.480102;0.000000;-0.001198;
11.000000;0.366107;0.000000;-0.001198;
11.100000;0.287779;0.000000;-0.001198;
11.200000;0.215464;0.000000;-0.001198;
11.300000;0.143366;0.000000;-0.001198;
11.400000;0.075023;0.000000;-0.001198;
11.500000;0.027755;0.000000;-0.001198;
11.600000;-0.008433;0.000000;-0.001198;
11.700000;-0.008433;0.000000;-0.001198;
11.800000;-0.008433;0.000000;-0.001198;
11.900000;-0.008433;0.000000;-0.001198;
12.000000;-0.008433;0.000000;-0.001198;
12.100000;-0.008433;0.000000;-0.001198;
12.200000;-0.008433;0.000000;-0.001198;
12.300000;-0.008433;0.000000;-0.001198;
12.400000;-0.008433;0.000000;-0.001198;
12.500000;-0.008433;0.000000;-0.001198;
12.600000;-0.008433;0.000000;-0.001198;
12.700000;-0.008433;0.000000;-0.001198;
12.800000;-0.008433;0.000000;-0.001198;
12.900000;-0.008433;0.000000;-0.001198;
13.000000;-0.008433;0.000000;-0.001198;
13.100000;-0.008433;0.000000;-0.001198;
13.200000;-0.008433;0.000000;-0.001198;
13.300000;-0.008433;0.000000;
